listing_id,url,title,published_at,district,direction,price,area_sqm,rooms,bathrooms,age_years,actual_annual_rent,yield_pct,key_features,من_المالك_مباشرة,owner_detection_reason,description,نوع_العقار
6365183,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-ابها-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6365183,"عمارة للبيع في شارع ابها, حي الملقا, مدينة الرياض, منطقة الرياض",2025-09-03,حي الملقا,شمال الرياض,"30,000,000",1063.0,,,0.0,,,مصعد,لا,,"� فرصة استثمارية ذهبية في شمال الرياض!

🏢 عمارة سكنية جديدة غير مؤجرة للبيع بالكامل في حي الملقا 
✨ مكونة من 17 شقة بتصاميم عملية ومناسبة للسكن أو الاستثمار
🚪 مزودة بمصعد + خدمات متكاملة (كهرباء – مياه – صرف صحي)
📍 موقع استراتيجي بالقرب من جميع المرافق والخدمات

✅ خيار مثالي للمستثمرين والباحثين عن دخل ثابت
✅المساحة 1063.39
✅ كل شقة بصك 
✅السوم 25,000,000",عمارة
6394235,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-العليا/شارع-الرابية-حي-العليا-مدينة-الرياض-منطقة-الرياض-6394235,"عمارة للبيع في شارع الرابية, حي العليا, مدينة الرياض, منطقة الرياض",2025-09-22,حي العليا,شمال الرياض,"7,500,000",300.0,,,0.0,,,قريب من الخدمات,لا,,"كود الاعلان:EA-26
🏢 عمارة للبيع – حي العليا

للبيع عمارة مميزة في حي العليا، قريبة من جميع الخدمات والمواقع الحيوية.
🔹 مكونة من 4 ادوار 
🔹 كل دور تحتوي على: 4 غرف نوم + صالة + مطبخ + 2 دورة مياه
🔹 المجموع الكلي: 16 غرفة
🔹 تصميم حديث وتشطيب راقٍ
🔹 موقع استثماري ممتاز

💰 فرصة مميزة للمستثمرين بدخل إيجاري مغرٍ

البيع على السوم 


تتشرف شركة خيالة العقارية بخدمتكم
نقدم لكم مجموعة من الخدمات العقارية باحترافية وثقة:
* بيع وشراء العقارات
* تأجير الوحدات السكنية والتجارية
* كتابة العقود الرسمية
* إدارة الأملاك

للتواصل والاستفسار:
* عبدالمجيد: ((رقم المعلن يظهر عند التواصل))
* مقرن: ((رقم المعلن يظهر عند التواصل))
* أبو فهد: ((رقم المعلن يظهر عند التواصل))
•ابو رايف : ((رقم المعلن يظهر عند التواصل))
* عبدالرحمن : ((رقم المعلن يظهر عند التواصل))
 ٠ اياد العقل : ((رقم المعلن يظهر عند التواصل))",عمارة
6728139,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الرمال/شارع-إبراهيم-الفتال-حي-الرمال-مدينة-الرياض-منطقة-الرياض-6728139,"عمارة للبيع في شارع إبراهيم الفتال, حي الرمال, مدينة الرياض, منطقة الرياض",2026-06-11,حي الرمال,شرق الرياض,"54,000,000",179.0,,,0.0,,,,لا,,"كمباوند فلورا السكني | حي الرمال الذهبي – الرياض

مجمع سكني جديد يضم 49 وحدة سكنية في موقع استراتيجي شمال شرق الرياض.

✔ مؤجر بالكامل بعقد واحد لمدة 3 سنوات
✔ دخل إيجاري سنوي 3,800,000 ريال
✔ 10 دقائق من مطار الملك خالد الدولي
✔ دقيقتان من الدائري الشمالي والمسار الرياضي الجديد
✔ تصميم عصري وتشطيبات عالية الجودة

فرصة استثمارية توفر تدفقات نقدية مستقرة وأصلاً عقارياً حديثاً في أحد أسرع أحياء الرياض نمواً",عمارة
6688594,https://sa.aqar.fm/عمائر-للبيع/الرياض/وسط-الرياض/حي-الضباط/شارع-بجاد-المخزومي-حي-الضباط-مدينة-الرياض-منطقة-الرياض-6688594,"عمارة للبيع في شارع بجاد المخزومي, حي الضباط, مدينة الرياض, منطقة الرياض",2026-08-04,حي الضباط,وسط الرياض,"13,000,000",962.0,,,0.0,,,مصعد,لا,,"عمارة زاوية للبيع بحي الضباط .
تتكون من 17 وحدة متعددة المساحات والتكوين .

التجهيزات :-
- وحدات تكييف اسبليت .
- خزائن المطابخ مع الاجهزة الرئيسية ( سطح بلت ان - مكرويف - فرن كهربائي ) .
- مصعد .
- أنظمة الامن والسلامة .
- غاز مركزي .

الوحدات مؤجرة بعقود منصة ايجار .
العائد السنوي 7.04 % .",عمارة
6609425,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الطائف-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6609425,"عمارة للبيع في شارع الطائف, حي ظهرة لبن, مدينة الرياض, منطقة الرياض",2026-07-24,حي ظهرة لبن,غرب الرياض,"6,000,000",750.0,,,0.0,,,مصعد,لا,,"* عمارة  شارع ٣٠ شمالي و٢٠ غربي  ٣ ادوار  وملحق ١٠% نظامي جديدة باول لبن ومقابل حديقة كبيرة وراقية
* مؤجرة ٥ سنوات من ٥٠٠ الف لكل سنة
* ٩ شقة مفصلة بحيث يمكن تستخدم ل ١٨ وحدة 
* مكيفات سامسونق اجود نوعية راكبة
* مصعد مع عقد صيانة لمدة سنتين
* نظام الدفاع المدني رش الي مع اعتماد من الدفاع المدني وعقد صيانة
* العمارة عليها وثيقة تأمين التعاونية للتأمين مسددة لمدة عشر سنوات
* ضمان السباكة الداخلية للمياة ٢٥ سنة 
* ادوات السباكة والكهرباء والكيابل من شركة التوريد الفوري من افضل الشركات في هذا المجال ولهم فرع في لبن
* ١٠ عداد كهرباء
* صرف صحي موصل 
* عداد موية واصل
* في اول لبن وعلى شارعين ومقابل حديقة كبيرة
* رخصة بناء ومخططات نظامية
* شهادة اتمام بناء (اشغال)",عمارة
6750974,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-الصحافة/شارع-العليا-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6750974,"عمارة للبيع في شارع العليا, حي الصحافة, مدينة الرياض, منطقة الرياض",2026-07-27,حي الصحافة,شمال الرياض,"200,000,000",2950.0,,,0.0,,,,لا,,"نعتذر للوسطاء 
للبيع عماره
على طريق العليا العام
المساحه : 2950 م
شارع : 40 م شرقي 
10 ادوار و 5 ادوار قبوه
مؤجر عقد واحد 5 سنوات 17.800.000 مليون
السعر على السوم 
الموقع غير دقيق",عمارة
6791364,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الملك-فيصل/شارع-عبدالرحمن-الناصر-حي-الملك-فيصل-مدينة-الرياض-منطقة-الرياض-6791364,"عمارة للبيع في شارع عبدالرحمن الناصر, حي الملك فيصل, مدينة الرياض, منطقة الرياض",2026-07-26,حي الملك فيصل,شرق الرياض,"6,000,000",750.0,,,0.0,,,عداد ماء مستقل | صك مستقل | قريب من الخدمات,لا,,"البيع عماره حي الملك فيصل 
 فرصة استثمارية للبيع
عمارة سكنية مؤجرة بالكامل

* حي الملك فيصل – شارع عبدالرحمن الناصر
* تبعد حوالي 700 متر عن محطة مترو الأندلس.
* موقع حيوي قريب من الخدمات والمحلات والطرق الرئيسية.
معلومات العقار
 نوع العقار: عمارة سكنية
 مساحة الأرض: 750 م²
 عمر العقار: 19 سنة
 صك إلكتروني مسجل عيني.
 عدادات الكهرباء: 11 عداد
 عداد مياه مستقل
مكونات العمارة
 15 شقة
 4 استوديوهات
 جميع الوحدات مؤجرة بعقود متفرقة.
المؤشرات الاستثمارية

البيع ٦ مليون 
السعر قابل للتفاوض
 الدخل السنوي الحالي:
٣مليون ريال تقريباً

 العائد الحالي:
5% سنوياً تقريباً.

أبرز المميزات
موقع مميز في شرق الرياض.
 قريب من محطة مترو الأندلس.
 دخل قائم من اليوم الأول.
 جميع الوحدات مؤجرة.
 صك مسجل عيني. فرصة مناسبة للمستثمر الباحث عن دخل ثابت مع إمكانية تحسين العائد مستقبلا?g_st=ic",عمارة
6684104,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-الطائف-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6684104,"عمارة للبيع في شارع الطائف, حي ظهرة لبن, مدينة الرياض, منطقة الرياض",2026-08-01,حي ظهرة لبن,غرب الرياض,"4,000,000",400.0,,,0.0,,,,لا,,"*(( نسق لبن للعقار  ))*

تقدم / 

-  للبيع عماره سكنيه استثماريه حي لبن - الرياض

- الوصف :
للبيع عماره سكنيه استثماريه حي لبن
تتكون من 3 ادوار ، 12 وحده سكنيه 
عباره عن غرفه صاله ودوره مياه 
تشطيبات مختلفه وواجهات حجر

-  تأمين شركة ملاذ ✅
-  شهاده اتمام بناء ✅
-  غير مؤجره ✅

- المساحه : 400 متر
- ⁠الشوارع :
- ⁠ 30م غربي

تنويه / مناسبه لمن يبحث عن دخل سنوي وللعلم عليها مفاوضات تأجير بالكامل يتراوح السعر من 315 الف الى 340 الف ريال سنوي

يوجد عمارتين نفس التصميم والمساحات المواقع تختلف والاسعار نفسها لمن يرغب في شراء العمارتين المجموع 8 مليون ريال او عماره وحده بسعر 4 مليون ريال

- البيع 4.000.000 مليون ريال
- ⁠قابل للتفاوض بأذن الله",عمارة
6728416,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-العارض/شارع-أسماء-بنت-مالك-حي-العارض-مدينة-الرياض-منطقة-الرياض-6728416,"عمارة للبيع في شارع أسماء بنت مالك, حي العارض, مدينة الرياض, منطقة الرياض",2026-08-08,حي العارض,شمال الرياض,"17,000,000",146.0,,,0.0,,,مسبح | مؤثثة,لا,,"عمارة جديدة مؤجرة -مؤثثة- 
في العارض للبيع 

🛑 العقار مؤجر بالكامل وبعقد واحد 🛑 

المساحه :-
920 م


مدة العقد 8 سنوات 

الخمس سنوات الاولى الايجار 

 1,525,000

الثلاث سنوات المتبقية الايجار 

 1,600,000


اجمالي الوحدات 35

استديو: 21

غرفة وصالة ومسبح: 2 

غرفة وصالة: 8

غرفتين وصالة: 4 


📍الموقع :-

https://maps.app.goo.gl/6QPK7b39j8ZShSfE6?g_st=com.google.maps.preview.copy",عمارة
6739283,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-ظهرة-نمار/شارع-علي-بن-شيبان-حي-العوالي-مدينة-الرياض-منطقة-الرياض-6739283,"عمارة للبيع في شارع علي بن شيبان, حي العوالي, مدينة الرياض, منطقة الرياض",2026-08-16,حي ظهرة نمار,غرب الرياض,"5,200,000",860.0,,,0.0,,,عداد كهرباء مستقل,نعم,عمود الشركة فاضي (فرد),"🔴عمارة سكنية جديده🔴
تتكون من 9 شقق  كل شقه بصك  
كل شقة خزان ارضي وعلوي مستقل  وعداد كهرباء مستقل 
تأمين ملاذ  
غير مؤجرة
السوم واصل  4 مليون و800  
البيع قريب",عمارة
6606476,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-اليرموك/شارع-ابي-جعفر-المنصور-حي-اليرموك-مدينة-الرياض-منطقة-الرياض-6606476,"عمارة للبيع في شارع ابي جعفر المنصور, حي اليرموك, مدينة الرياض, منطقة الرياض",2026-06-22,حي اليرموك,شرق الرياض,"15,000,000",1170.0,,,0.0,,,مصعد | مدخل خاص,نعم,عمود الشركة فاضي (فرد),"❔فرصة استثمارية ذهبية في شرق الرياض

🏢عمارة سكنية جديدة فاخرة للبيع بالكامل في حي اليرموك
✨ مكونة من 16شقة بتصاميم فاخرة ومناسبة للسكن والاستثمار
 الشقق ثلاث غرف نوم +صاله واسعه +مطبخ+ غرفه خادمه +ثلاث دورات مياه توجد شقق له مدخل خاص وشقق فيها بلكونه  
🚪مزودة بمصعد + خدمات متكاملة(كهرباء - مياه-صرف صحي)
📍موقع استراتيجي بالقرب من جميع الخدمات على شارع ابو جعفر المنصور وقريبه من محطه توقف حافلات المترو 

✅خيار مثالي للمستثمرين والباحثين عن دخل ثابت
✅المساحة 1170م زاوية شارع36جنوبي و 15 شرقي
✅السوم على شور مع المالك
وسيط مباشر مع المالك
 التواصل من المشتري او مباشر المشتري
لن ينظر للسومه اقل من 15مليون",عمارة
6649454,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-خيبر-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6649454,"عمارة للبيع في شارع خيبر, حي ظهرة لبن, مدينة الرياض, منطقة الرياض",2026-08-05,حي ظهرة لبن,غرب الرياض,"7,000,000",750.0,,,0.0,,,مصعد,لا,,"* عمارة  شارع ٣٠ شمالي و٢٠ غربي  ٣ ادوار  وملحق ١٠% نظامي جديدة باول لبن ومقابل حديقة كبيرة وراقية
* مؤجرة ٥ سنوات من ٥٠٠ الف لكل سنة
* ٩ شقة مفصلة بحيث يمكن تستخدم ل ١٨ وحدة 
* مكيفات سامسونق اجود نوعية راكبة
* مصعد مع عقد صيانة لمدة سنتين
* نظام الدفاع المدني رش الي مع اعتماد من الدفاع المدني وعقد صيانة
* العمارة عليها وثيقة تأمين التعاونية للتأمين مسددة لمدة عشر سنوات
* ضمان السباكة الداخلية للمياة ٢٥ سنة 
* ادوات السباكة والكهرباء والكيابل من شركة التوريد الفوري من افضل الشركات في هذا المجال ولهم فرع في لبن
* ١٠ عداد كهرباء
* صرف صحي موصل 
* عداد موية واصل
* في اول لبن وعلى شارعين ومقابل حديقة كبيرة
* رخصة بناء ومخططات نظامية
* شهادة اتمام بناء (اشغال)
للتواصل : خالد العصيمي 
0556267976",عمارة
