listing_id,url,title,district,direction,price,area_sqm,rooms,bathrooms,age_years,actual_property_type,is_multi_unit,is_currently_rented,actual_annual_rent,yield_pct_actual,rent_multiple_years,price_per_sqm,lease_details,rent_confidence,bedrooms,floor,key_features,risk_flags,has_kitchen,is_furnished,has_private_yard,has_private_entrance,has_parking,has_elevator,has_ac,is_monthly_rental,is_shared_deed,is_long_term_lease,deed_area_sqm,license_number,plan_plot_reference,initial_verdict,initial_verdict_reason,description,review_status
6567102,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-طريف-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6567102,"شقة للبيع في شارع طريف, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,1190000.0,190.0,3.0,3.0,2.0,شقة,False,True,80000.0,6.72,14.88,6263,عقد إيجار 3 سنوات، مضى سنة، متبقي سنتان,عالية,3.0,ground,صالة واسعة | غرفة غسيل / غرفة عاملة | مطبخ جاهز | مكيفات راكبة | فناء خارجي | موقف خاص في القبو | دخول ذكي للشقة | كاشف حريق | حي هادئ ومنظم | موقع استثماري ممتاز | تشطيب عملي,,True,False,True,True,True,False,True,False,False,True,,,,Proceed,العائد الإجمالي الحالي 6.72% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"شقة بالنرجس للبيع في مشروع نرفانا 19 العبيكان 

تفاصيل الشقة:
	•	الدور الأرضي
	•	المساحة الإجمالية: 190 م²
	•	صالة واسعة
	•	3 غرف نوم
	•	3 دورات مياه
	•	غرفة غسيل / غرفة عاملة
	•	مطبخ جاهز
	•	مكيفات راكبة
	•	فناء خارجي
	•	موقف خاص في القبو
	•	دخول ذكي للشقة
	•	كاشف حريق

مميزات إضافية:
	•	حي هادئ ومنظم
	•	موقع استثماري ممتاز
	•	تشطيب عملي ومناسب للسكن أو الاستثمار
	•	جاهزة للستثمار دون تكاليف إضافية

الوضع الاستثماري:
	•	الشقة مؤجرة بعقد 3 سنوات
	•	مضى سنة، متبقي سنتان
	•	قيمة الإيجار: 80,000 ريال سنويًا
	•	الدخل الإيجاري المتبقي ينتقل بالكامل للمشتري
	•	فرصة ممتازة للمستثمرين بعائد ثابت

ملاحظة:
	•	الشقة مؤجرة حاليًا
	•	المعاينة بعد التنسيق المسبق مع المستأجر

💰 سعر البيع: 1,190,000 ريال",
6760250,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-العارض/شارع-احمد-بن-الحجاج-حي-العارض-مدينة-الرياض-منطقة-الرياض-6760250,"شقة للبيع في شارع احمد بن الحجاج, حي العارض, مدينة الرياض, منطقة الرياض",حي العارض,شمال الرياض,1200000.0,170.0,3.0,3.0,0.0,شقة,False,True,70000.0,5.83,17.14,7059,العقد ينتهي في 31/08/2026,عالية,,,3 غرف نوم | مجلس مستقل | 3 دورات مياه | سطح خاص | مطبخ راكب | مكيفات راكبة,,True,False,False,False,False,False,True,False,False,True,,7201029493,,Review,العائد الإجمالي الحالي 5.83% قريب من مستهدف حصتك (6.0%).,"🏡 للبيع شقة استثمارية – الرياض | حي العارض

💰 السعر: 1,200,000 ريال

📐 المساحة: 170 م²

✨ المواصفات:
• 3 غرف نوم
• مجلس مستقل
• 3 دورات مياه
• سطح خاص
• مطبخ راكب
• مكيفات راكبة

📈 الشقة مؤجرة حاليًا بقيمة 70,000 ريال سنويًا، وينتهي العقد بتاريخ 31/08/2026.

📞 للتواصل: ((الرقم يظهر عند الضغط على اتصال))
📄 رقم ترخيص الإعلان: 7201029493",
6620014,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-طريف-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6620014,"شقة للبيع في شارع طريف, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,1250000.0,161.0,3.0,3.0,0.0,شقة,False,True,95000.0,7.6,13.16,7764,العقد ينتهي في شهر 9 (سبتمبر),عالية,3.0,1,صالة واسعة | مطبخ أمريكي مفتوح | غرفة غسيل | غرفة ماستر روم | مكيفات اسبلت | موقف خاص بالشقة | مؤثثة فخم بالكامل,انتهاء العقد قريب | تخفيض السعر لسرعة البيع,True,True,False,False,True,False,True,False,False,False,,,,Proceed,العائد الإجمالي الحالي 7.60% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"تعلن شركة السهم الفضى 
عن توافر شقة للبيع 
للبيع شقة مودرن 
مشروع نرفانا العبيكان ريزيدنس 
حى النرجس 
الشقة الدور الاول 
مؤثثة بالكامل 
مساحة الشقة 161 م 
مواصفات الشقة 
صاله واسعه 
مطبخ امريكى مفتوح
غرفة غسيل 
3 غرف نوم 
منهم غرفة ماستر روم 
3 دورات مياه 
مكيفات اسبلت راكبة 
مطبخ بالاجهزة راكب 
موقف خاص بالشقة 
مؤثثة اثاث فخم بالكامل 
الشقة مؤجرة حاليا
ينتهى العقد شهر 9
تم تنزيل السعر لسرعه البيع 
البيع مليون ٢٥٠ كاش
الشقة مؤجرة 95 الف دفعتين 
والصامل ما يختلف معة ان شاء الله",
6637433,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-سليمان-الحمدان-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6637433,"شقة للبيع في شارع سليمان الحمدان, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,969000.0,101.0,2.0,2.0,0.0,شقة,False,True,70000.0,7.22,13.84,9594,ضمان مستأجر لمدة 5 سنوات مع إدارة كاملة من المطور,متوسطة,2.0,,تشطيب فاخر | أسقف عالية | تكييف مركزي | مطبخ راكب | دخول ذكي | كاميرات مراقبة | مواقف بدروم خاصة | نظام إطفاء متكامل | نظافة يومية للعمارة | صيانة ومتابعة من المطور,"الإيجار المذكور تقريبي (حوالي 70,000 ريال) | الاعتماد على ضمان 5 سنوات من المطور قد يكون غير موثق",True,False,False,False,True,False,True,False,False,False,,,,Proceed,العائد الإجمالي الحالي 7.22% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"للبيع شقة جاهزة للاستثمار – دخل ثابت وإدارة كاملة 5 سنوات (A1407)

إذا تبحث عن استثمار عقاري “جاهز من اليوم الأول” ركّز هنا 👇

شقة غرفتين في مشروع أساكن 14 – حي النرجس
بعائد سنوي يقارب 7% (تؤجر بحوالي 70,000 ريال) 
A1407

💡 الميزة الأهم:
تشتري الشقة… وتستلمها بمستأجر + دخل مباشر
وإدارة كاملة بدون أي رسوم

💼 عرض استثماري حقيقي:
بعض الشقق مؤجرة بعقود سارية جاهزة
والباقي يتم تأجيره خلال أقل من أسبوعين
ضمان توفير مستأجر لمدة 5 سنوات
إدارة أملاك كاملة (تحصيل – عقود – متابعة – إعادة تأجير)
دفع رسوم اتحاد الملاك 5 سنوات
صيانة ومتابعة من نفس المطور
نظافة يومية للعمارة
بدون أي رسوم إدارة نهائياً 

✔️ حتى تكاليف:
البحث عن مستأجر
كتابة العقود
المتابعة والتحصيل 
👉 كلها علينا

🏢 مميزات المشروع:
تشطيب فاخر + أسقف عالية
تكييف مركزي + مطبخ راكب
دخول ذكي + كاميرات مراقبة
مواقف بدروم خاصة
نظام إطفاء متكامل

💡 (ميزة قوية: المطور هو نفسه المشغل… يعني حريص على الجودة لأنه هو المسؤول عن الصيانة والتأجير)

🛏️ مواصفات الشقة:
غرفتين نوم (منها ماستر)
صالة واسعة بنوافذ كبيرة
2 دورات مياه
بلكونة خاصة
موقف خاص

📍 الموقع:
حي النرجس – الرياض
دقيقة من طريق الملك عبدالعزيز
3 دقائق من طريق أبو بكر
قريب من التميمي وبنده
14 دقيقة من المطار

💰 السعر:
يبدأ من 880,000 إلى 1,149,999 ريال

🚀 لماذا هذا العرض مختلف؟
دخل شبه فوري من يوم الشراء
بدون صداع إدارة أو تأجير
نسبة إشغال عالية (المشروع يتأجر بالكامل خلال شهر)
مناسب للمستثمر اللي يبغى دخل مستقر بدون تعب

📞 للتواصل:
9200032342",
6655943,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الصحافة/شارع-وادي-حقيل-حي-الصحافة-مدينة-الرياض-منطقة-الرياض-6655943,"شقة للبيع في شارع وادي حقيل, حي الصحافة, مدينة الرياض, منطقة الرياض",حي الصحافة,شمال الرياض,2000000.0,127.0,3.0,0.0,0.0,شقة,False,True,140000.0,7.0,14.29,15748,"مؤجرة بعقد سنوي ثابت بقيمة 140,000 ريال",عالية,,7,برج جلامور حديث بمواصفات فندقية | موقع شمال الرياض قريب من طريق الملك فهد والعليا | دور سابع داخل البرج | عائد إيجار سنوي ثابت,,False,False,False,False,False,False,False,False,False,False,,,,Proceed,العائد الإجمالي الحالي 7.00% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"شقة فاخرة للبيع في برج جلامور – حي الصحافة | شمال الرياض

فرصة استثمارية مميزة لامتلاك شقة راقية داخل أحد أبرز أبراج حي الصحافة، برج جلامور، في موقع استراتيجي قريب من أهم الطرق والخدمات الحيوية شمال العاصمة.

تتميز الشقة بموقعها في دور مميز (الدور السابع) وبكونها مؤجرة بعقد سنوي ثابت بقيمة 140,000 ريال، ما يجعلها خيارًا مثاليًا للاستثمار بعائد دخل مباشر ومستقر.

الشقة داخل برج سكني حديث يوفر مستوى عالي من الخصوصية والخدمات، مع بيئة سكنية راقية تشمل مرافق متكاملة وأمن على مدار الساعة، إضافة إلى قربه من طريق الملك فهد، العليا، والمراكز التجارية الكبرى.

مواصفات الشقة:
	•	الموقع: حي الصحافة – برج جلامور
	•	نوع العقار: شقة سكنية
	•	الحالة: مؤجرة بعقد سنوي (140,000 ريال)
	•	موقع مميز داخل البرج
	•	برج حديث بمواصفات فندقية وخدمات متكاملة

مميزات الاستثمار:
	•	دخل سنوي ثابت ومضمون
	•	موقع حيوي شمال الرياض
	•	طلب عالي على الإيجار في المنطقة
	•	فرصة لإعادة البيع مستقبلاً بقيمة أعلى

شقة تجمع بين الفخامة والموقع والعائد الاستثماري في واحد من أقوى مواقع العقار في الرياض",
6765885,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-القدس/شارع-الصحن-حي-القدس-الرياض-منطقة-الرياض-6765885,شقة للبيع في شارع الصحن ، حي القدس ، الرياض ، منطقة الرياض,حي القدس,شرق الرياض,1000000.0,108.0,3.0,3.0,0.0,شقة,False,True,70000.0,7.0,14.29,9259,"مؤجرة ب 70,000 ريال دفعة واحدة",عالية,3.0,,تشطيب فندقي | كميرات مراقبة | إنذار حريق | دخول ذكي | غرفة خادمة | مستودع,مستأجرة,True,False,False,False,False,False,False,False,False,False,,,,Proceed,العائد الإجمالي الحالي 7.00% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"مساحتها 108 م
ثلاث غرف وحدة ماستر
ومطبخ وثلاث دورات مياة 
وصالة
وغرفة خادمة ومستودع
مؤجرة ب 70 الف دفعة وحدة 
في مجمع نجد بالم تشطيب فندقي كميرات مراقبة وانذار حريق ودخول ذكي

حي القدس مخطط الراجحي بجوار كافور وستار بوكس ووقت اللياقة على شارع الامير محمد بن فيصل.",
6683907,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-الملقا/شارع-الحصير-حي-الملقا-مدينة-الرياض-منطقة-الرياض-6683907,"شقة للبيع في شارع الحصير, حي الملقا, مدينة الرياض, منطقة الرياض",حي الملقا,شمال الرياض,1050000.0,185.5,2.0,3.0,2.0,شقة,False,True,72000.0,6.86,14.58,5660,عقد سنوي,عالية,2.0,,مجلس مفتوح على الصالة | مستودع | غرفة خادمة | سطح خاص واسع | مطبخ راقٍ مجهز بالكامل | تكييف مركزي + سبليت,"تفاوت في سعر البيع بين المسجل (1,050,000 ريال) والوصف (1,200,000 ريال) | تفاوت في عمر العقار بين المسجل (سنة) والوصف (سنتان)",True,False,False,False,False,False,True,False,False,False,,,,Proceed,العائد الإجمالي الحالي 6.86% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"*عرض خاص | شقة بحي الملقا*
*السعر النقدي: 1,200,000ريال*
العرض حصري

*الموقع:*
موقع استثماري مميز، يبعد قرابة 1 كم عن بوليفارد سيتي وبوليفارد وورلد، وقريب من طريق الملك فهد.

*مواصفات العقار:*
	•	المساحة الإجمالية: 185.5 م²
	•	المساحة الصافية: 115.81 م²
	•	عمر العقار: سنتان
	•	مجلس مفتوح على الصالة
	•	عدد غرف النوم: 2
	•	مستودع
	•	غرفة خادمة
	•	عدد دورات المياه: 3
	•	سطح خاص واسع
	•	مطبخ راقٍ مجهز بالكامل
	•	تكييف مركزي + سبليت

*معلومات إضافية:*
	•	العقار مؤجر بعقد سنوي
	•	قيمة الإيجار السنوي: 72,000 ريال

https://maps.app.goo.gl/U5V5q18sA3VF9yf76",
6779761,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-خالد-بن-العاص-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6779761,"شقة للبيع في شارع خالد بن العاص, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,1200000.0,162.0,3.0,3.0,0.0,شقة,False,True,80000.0,6.67,15.0,7407,,عالية,3.0,2,صالة واسعة | منطقة طعام | مطبخ راكب بالأجهزة | بلكونة خاصة | مستودع | موقف خاص | عداد كهرب مستقل | رسوم اتحاد ملاك | نادي صحي رجالي و نسائي | حضانه | لاونج رجالي و لاونج نسائي,العقار مؤجر حالياً,True,False,False,False,True,False,False,False,False,False,,,,Proceed,العائد الإجمالي الحالي 6.67% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"شقة مؤجرة للبيع في مشروع الماجدية 147 مبنى X
الشقة في الدور الثاني و تتكون من:
• 3 غرف نوم (احدهم ماستر)
• صاله واسعه
• منطقه طعام
• مطبخ راكب بالاجهزة 
• بلكونه خاصة
• مستودع 
• موقف خاص
• عداد كهرب مستقل
• يوجد رسوم اتحاد ملاك 

خدمات المجمع:
• نادي صحي (رجالي و نسائي)
• حضانه
• لاونج رجالي و لاونج نسائي

قيمة الايجار الحاليه:
٨٠ الف سنوي",
6496698,https://sa.aqar.fm/شقق-للبيع/الرياض/شرق-الرياض/حي-السعادة/شارع-الكتاب-حي-السعادة-مدينة-الرياض-منطقة-الرياض-6496698,"شقة للبيع في شارع الكتاب, حي السعادة, مدينة الرياض, منطقة الرياض",حي السعادة,شرق الرياض,740000.0,137.12,4.0,3.0,1.0,شقة,False,True,48000.0,6.49,15.42,5397,,عالية,,,نظام دفاع مدني سلامة وحماية (كواشف حريق) | عداد كهرباء مستقل + عداد مياه مستقل | عزل حراري للعمارة والشقق | موقف خاصة | أنظمة أمنية (كاميرات+دخول ذكي) | مدارس أهلية وحكومية قريبة | قريب من الدائري الشرقي بين مخرج 16 و 15 | خطوات قليلة عن الجامع | مساحات الغرف واسعة | البيع شامل المكيفات + المطبخ,,True,False,False,False,True,False,True,False,False,False,,7200787801,,Proceed,العائد الإجمالي الحالي 6.49% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"✴️شقة مودرن للبيع ✴️

- حي السعادة - شارع الكتاب
- المساحه :  137.12 م
- العمر : سنة
- الواجهه شرقية - شارع 36
- موقع مميز وهادئ في حي السعادة

*صور وفديو للعقار مرفقة في الإعلان*

🏡 المرافق 🏡
مجلس + دورة مياه
صالة + مطبخ راكب
غرفتين نوم + دورة مياه
غرفة نوم ماستر بدورة مياه خاصه

- 4 غرف في كامل الشقة
- 3 دورات مياه في كامل الشقة


💡مواصفات المبني 💡
1- نظام دفاع مدني سلامة وحماية (كواشف حريق).
2- عداد كهرباء مستقل + عداد مياه مستقل .
3- عزل حراري للعمارة والشقق.
4- موقف خاصة.
5- أنظمة أمنية ( كاميرات+دخول ذكي).
6- مدارس اهلية وحكومية قريبة.
7- قريب من الدائري الشرقي بين مخرج 16 و 15 ..
8- خطوات قليلة عن الجامع.
9- مساحات الغرف واسعة
10- البيع شامل المكيفات + المطبخ
11- مؤجرة بدخل (48,000) للسنة

💵السعر💵
البيع: 740,000 ر.س
سبع مائة و اربعون الف 
💫تملك عقارك 💫

🌐 مساكن ركاز للعقارات و إدارة الاملاك 🌐
للاستفسار :

أبوحمود /
((رقم المعلن يظهر عند التواصل))
ابوصالح /
((رقم المعلن يظهر عند التواصل))
ابو ابراهيم /
((رقم المعلن يظهر عند التواصل))
واتساب مباشر/
((رقم المعلن يظهر عند التواصل))

رقم رخصة الإعلان (7200787801)
رقم رخصة فال للوساطة والتسويق: 1200019477",
6743175,https://sa.aqar.fm/شقق-للبيع/الرياض/شمال-الرياض/حي-النرجس/شارع-سليمان-الحمدان-حي-النرجس-مدينة-الرياض-منطقة-الرياض-6743175,"شقة للبيع في شارع سليمان الحمدان, حي النرجس, مدينة الرياض, منطقة الرياض",حي النرجس,شمال الرياض,1119999.0,75.0,2.0,2.0,0.0,شقة,False,True,70000.0,6.25,16.0,14933,ضمان توفير مستأجر لمدة 5 سنوات,عالية,2.0,,تشطيب فاخر | أسقف عالية | تكييف مركزي | مطبخ راكب | دخول ذكي | كاميرات مراقبة | مواقف بدروم خاصة | نظام إطفاء متكامل | نظافة يومية للعمارة | صيانة ومتابعة من المطور | حوش خاص | مدخل خاص | موقف خاص,الاعتماد على المطور لتأجير وصيانة العقار | ضمان مستأجر لمدة 5 سنوات فقط قد يترك بعد انتهاء الضمان,True,False,True,True,True,False,True,False,False,False,,,,Proceed,العائد الإجمالي الحالي 6.25% يحقق أو يتجاوز مستهدف حصتك (≥6.0%).,"لبيع شقة جاهزة للاستثمار – دخل ثابت وإدارة كاملة 5 سنوات (A1402)

إذا تبحث عن استثمار عقاري “جاهز من اليوم الأول” ركّز هنا 👇

شقة غرفتين في مشروع أساكن 14 – حي النرجس
بعائد سنوي يقارب 7% (تؤجر بحوالي 70,000 ريال)
A1402

💡 الميزة الأهم:
تشتري الشقة… وتستلمها بمستأجر + دخل مباشر
وإدارة كاملة بدون أي رسوم

💼 عرض استثماري حقيقي:
بعض الشقق مؤجرة بعقود سارية جاهزة
والباقي يتم تأجيره خلال أقل من أسبوعين
ضمان توفير مستأجر لمدة 5 سنوات
إدارة أملاك كاملة (تحصيل – عقود – متابعة – إعادة تأجير)
دفع رسوم اتحاد الملاك 5 سنوات
صيانة ومتابعة من نفس المطور
نظافة يومية للعمارة
بدون أي رسوم إدارة نهائياً

✔️ حتى تكاليف:
البحث عن مستأجر
كتابة العقود
المتابعة والتحصيل
👉 كلها علينا

🏢 مميزات المشروع:
تشطيب فاخر + أسقف عالية
تكييف مركزي + مطبخ راكب
دخول ذكي + كاميرات مراقبة
مواقف بدروم خاصة
نظام إطفاء متكامل

💡 (ميزة قوية: المطور هو نفسه المشغل… يعني حريص على الجودة لأنه هو المسؤول عن الصيانة والتأجير)

🛏️ مواصفات الشقة:
غرفتين نوم (منها ماستر)
صالة واسعة بنوافذ كبيرة
2 دورات مياه
مدخل خاصة
حوش خاص
موقف خاص

📍 الموقع:
حي النرجس – الرياض
دقيقة من طريق الملك عبدالعزيز
3 دقائق من طريق أبو بكر
قريب من التميمي وبنده
14 دقيقة من المطار

💰 السعر:
يبدأ من 880,000 إلى 1,149,999 ريال

🚀 لماذا هذا العرض مختلف؟
دخل شبه فوري من يوم الشراء
بدون صداع إدارة أو تأجير
نسبة إشغال عالية (المشروع يتأجر بالكامل خلال شهر)
مناسب للمستثمر اللي يبغى دخل مستقر بدون تعب

📞 للتواصل:
9200032342",
