listing_id,url,title,نوع_العقار,district,direction,price,area_sqm,rooms,bathrooms,age_years,actual_annual_rent,yield_pct,key_features,description
6853166,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-العطايا-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6853166,"عمارة للبيع في شارع العطايا, حي الجنادرية, مدينة الرياض, منطقة الرياض",عمارة,حي الجنادرية,شرق الرياض,"11,000,000",893.0,,,0.0,"1,010,000",9.18%,مكيفات راكبة,"🏢 للبيع عمارة استثمارية جديدة – حي الجنادرية
📍 الموقع: حي الجنادرية
📐 المساحة: 900 م²
🛣️ الواجهة: شمالية
📏 عرض الشارع: 30 متر
تفاصيل العمارة:
• عدد الشقق: 35 شقة
• يوجد بدروم
• كل شقة تتكون من: غرفة + صالة + مطبخ + دورة مياه
• المطابخ راكبة
• المكيفات راكبة
• فرن وثلاجة لكل شقة
• العمارة مؤجرة بالكامل
💰 الدخل السنوي: 1,010,000 ريال
💰 سعر البيع: 11,000,000 ريال
✅ العمارة نظامية
✅ جميع الضمانات متوفرة
✅ شهادة إتمام البناء متوفرة
#أملاك_الشموخ_للعقارات
#عقارات_الرياض
#شرق_الرياض
#حي_الرمال
#عقارات_للبيع_والايجار"
6853756,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-العطايا-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6853756,"عمارة للبيع في شارع العطايا, حي الجنادرية, مدينة الرياض, منطقة الرياض",عمارة,حي الجنادرية,شرق الرياض,"11,000,000",893.0,,,0.0,"1,010,000",9.18%,مكيفات راكبة,"🏢 عمارة استثمارية جديدة للبيع | حي الجنادرية
فرصة استثمارية بدخل سنوي قائم، والعمارة مؤجرة بالكامل.
📍 الموقع: حي الجنادرية
📐 المساحة: 900م²
🛣️ شارع 30م
🧭 واجهة شمالية
🏠 تفاصيل العمارة
▪️ 35 شقة
▪️ بدروم
▪️ كل شقة تتكون من: غرفة + صالة + مطبخ + دورة مياه
▪️ المطابخ راكبة
▪️ المكيفات راكبة
▪️ أفران راكبة
▪️ ثلاجات راكبة
💰 الدخل السنوي: 1,010,000 ريال
🏢 العمارة مؤجرة بالكامل
📜 عمارة نظامية
✅ جميع الضمانات موجودة
📄 شهادة إتمام بناء متوفرة
💰 سعر البيع: 11,000,000 ريال
📌 عقار استثماري بدخل سنوي قائم ومؤجر بالكامل.
📌 يتوفر لدينا عروض مشابهة بمساحات وأسعار متنوعة، تواصل معنا للاطلاع على أحدث الفرص العقارية.
📍 شركة أضواء الروابي للعقارات
📞 0539988705
🏷️ كود التسويق: 100
السعي في ذمة كل من يصل إلى العقار عن طريقنا."
6854567,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-العطايا-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6854567,"عمارة للبيع في شارع العطايا, حي الجنادرية, مدينة الرياض, منطقة الرياض",عمارة,حي الجنادرية,شرق الرياض,"11,000,000",893.0,,,0.0,"1,010,000",9.18%,,"*رقم الإعلان: 652*

🏢 *عمارة للبيع - حي الجنادرية - جديدة*

*المواصفات:*
- المساحة: 900 متر
- الشارع: 30 شمالي
- تتكون من 35 شقة + بدروم
- كل شقة: غرفة + صالة + مطبخ + دورة مياه
- مطابخ ومكيفات وفرن وثلاجة راكبة
- مؤجرة بالكامل
- العمارة نظامية وجميع الضمانات موجودة + شهادة إتمام البناء

*💰 الدخل السنوي: 1,010,000 ريال*
*دخل قائم واصل عقاري جاهز*
*تم تدشين الإيجار قبل أسبوعين وكل العقود مسجلة في منصة إيجار*

*💵 السعر: 11 مليون ريال*

*📲 للتواصل:*
https://wa.me/message/E5WJFQFBTL3ZB1"
6675941,https://sa.aqar.fm/عمائر-للبيع/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-السحاب-حي-الدار-البيضاء-مدينة-الرياض-منطقة-الرياض-6675941,"عمارة للبيع في شارع السحاب, حي الدار البيضاء, مدينة الرياض, منطقة الرياض",عمارة,حي الدار البيضاء,جنوب الرياض,"5,500,000",875.0,,,1.0,"500,000",9.09%,,"عمارة سكنية فاخرة
مؤجرة بالكامل عقد واحد ب500 الف دفعتين
مكونة من 28 شقة
كل شقة غرفتين وصالة ودورتين مياه واوفيس
رخصة العمارة سكن جماعي للافراد
منفذ دفاع مدني كامل مع رش الي
تحتوي على 29 عداد كهرباء
عداد ماء واحد"
6765115,https://sa.aqar.fm/عمائر-للبيع/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-سبت-العلايا-حي-الدار-البيضاء-مدينة-الرياض-منطقة-الرياض-6765115,"عمارة للبيع في شارع سبت العلايا, حي الدار البيضاء, مدينة الرياض, منطقة الرياض",عمارة,حي الدار البيضاء,جنوب الرياض,"4,400,000",875.0,,,11.0,"400,000",9.09%,,"للبيع عماره بحي الدار 
البيضاء
مساحة 875م
الوجهة شرقية
شارع 30
وصف العقار
العمر 11سنه
فيها 10شقق
كل شقة 3غرف ومطبخ
و2حمام وصالة
مؤجر عقد واحد 400الف
مدة العقد 5سنوات
السوم 4200000
البيع 4400000"
6782628,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الريان/شارع-بريدة-حي-الريان-مدينة-الرياض-منطقة-الرياض-6782628,"عمارة للبيع في شارع بريدة, حي الريان, مدينة الرياض, منطقة الرياض",عمارة,حي الريان,شرق الرياض,"6,300,000",750.0,,,11.0,"570,000",9.05%,,"سعر البيع: 9,500,000 ريال
الدخل السنوي: 570,000 ريال قبل الضريبة

عمارة تجارية بموقع استراتيجي على شارع 30م مرتبط مباشرة بطريق خريص، بالقرب من الدائري الشرقي والمناطق التجارية والسكنية الحيوية.

تفاصيل العقار:

* مساحة الأرض: 750م²
* الدخل شامل الضريبة: 655,500 ريال سنويا
* مؤجرة بعقد موثق لمدة 4 سنوات حتى 2031
* السداد على دفعتين سنويا
* واجهة تجارية مميزة وحركة عالية

مناسبة للمستثمر الباحث عن أصل تجاري بموقع قوي ودخل إيجاري ثابت.

📍 الموقع:
https://maps.app.goo.gl/3R55V9xnHPeSXZsR9?g_st=ic

تفاصيل العقار:

* مساحة الأرض: 750م²
* الدخل السنوي: 570,000 ريال قبل الضريبة
* 655,500 ريال شامل الضريبة
* مؤجرة لمدة 4 سنوات حتى 2031
* السداد على دفعتين سنويا
* واجهة تجارية مميزة وحركة عالية

سعر البيع: 9,500,000 ريال

مناسبة للمستثمر الباحث عن أصل تجاري بموقع قوي ودخل إيجاري ثابت.

📍 الموقع:
https://maps.app.goo.gl/3R55V9xnHPeSXZsR9?g_st=ic"
6593746,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الملز/شارع-ابي-العلاء-المعري-حي-الملز-مدينة-الرياض-منطقة-الرياض-6593746,"عمارة للبيع في شارع ابي العلاء المعري, حي الملز, مدينة الرياض, منطقة الرياض",عمارة,حي الملز,شرق الرياض,"4,100,000",625.0,,,4.0,"370,000",9.02%,,"للبيع عماره بموقع مميز في حي الملز نافذ على طريق جرير وطريق الاحساء وبالقرب من طريق صلاح الدين شارع الستين

المساحة: 625 م

📌عقار مميز: 6 محلات + 4 شقق + 4 ملاحق + برج جوال
💰 دخل سنوي 370 ألف ريال + ٣٥الف البرج

موقع استراتيجي مناسب

📞 للتواصل:   0572.357.923"
6597280,https://sa.aqar.fm/فلل-للبيع/الرياض/شرق-الرياض/حي-النسيم-الغربي/شارع-ابو-مروة-حي-النسيم-الغربي-مدينة-الرياض-منطقة-الرياض-6597280,"فيلا للبيع في شارع ابو مروة, حي النسيم الغربي, مدينة الرياض, منطقة الرياض",فيلا,حي النسيم الغربي,شرق الرياض,"3,000,000",450.0,,0.0,0.0,"270,000",9.00%,مكيفات راكبة | تشطيب فاخر,"للبيع فلة جديدة ومميزة بتشطيبات فاخرة وعالية الجودة

🔸المميزات
🔸موقع مميز  بجانب مرفق ومسجد وعلى شارعين شمالي وغربي.
🔸 خزان أرضي كبير 
🔸 عزل حراري بلك سيبوركس 
🔸 شبكة انترنت لكامل المبنى 
🔸 شبكة غاز لكل المطابخ ( غاز مركزي )
🔸 مكيفات راكبة 
🔸 مطابخ راكبة 
🔸 تأمين العيوب الخفية 
🔸 مؤجرة بمبلغ 270 ألف ريال سنوي دفعتين عقد واحد 5 سنوات 
🔸 المساحة 450 متر 

للتواصل عبر الواتساب على الرقم
 "
6565426,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-جبل-الجزيرة-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6565426,"عمارة للبيع في شارع جبل الجزيرة, حي ظهرة لبن, مدينة الرياض, منطقة الرياض",عمارة,حي ظهرة لبن,غرب الرياض,"3,999,999",490.0,,,0.0,"360,000",9.00%,,"‎(العرض للمشتري والوسطاء السعوديين, ونعتذر للأجانب)

‎للبيع عمارة جديدة مؤجرة بعقد ألكتروني على شركة معروفة لمدة ٥ سنوات بقيمة ٣٦٠ الف سنوي على دفعتين والعقد ساري من ١ يناير ٢٠٢٦م الماضي ..

‎العمارة من تطوير شركة سنبلة ومميزة بجودة البناء والتشطيبات ، واجهات حجر وتكسيات خشبية قشرة جوز ، مميزه ايضا بموقعها القريب جدا من شارع الطائف ومشروع القدية ، مميزة ايضا ببروز الدور الاول والثاني على جهة الشارع الرئيسي بمقدار ٢ متر حسب كود البناء المخصص لهذا الشارع فقط دون غيره
عليها شهادة اتمام بناء + تأمين على المبنى ..
‎الحد ٤ مليون  
‎التواصل اتصال او واتس"
6843079,https://sa.aqar.fm/عمائر-للبيع/الرياض/وسط-الرياض/حي-عتيقة/شارع-أنس-الحارثي-حي-عتيقة-مدينة-الرياض-منطقة-الرياض-6843079,"عمارة للبيع في شارع أنس الحارثي, حي عتيقة, مدينة الرياض, منطقة الرياض",عمارة,حي عتيقة,وسط الرياض,"930,000",113.0,,,4.0,"83,000",8.92%,,"فرصة للبيع عمارة شقق سكنية في حي عتيقة 
 عبارة عن خمس شقق سكنية مؤجرة عقد واحد على شركة 
 بقيمة 83000 الف ريال بالسنة على قسطين 
 يوجد 6 عدادات كهرباء 
 جميع الاوراق موجودة العمارة نظيفة جدًا 
 ((الرقم يظهر عند الضغط على اتصال))"
6792096,https://sa.aqar.fm/عمائر-للبيع/الرياض/غرب-الرياض/حي-الناصرية/شارع-الشرف-حي-الناصرية-مدينة-الرياض-منطقة-الرياض-6792096,"عمارة للبيع في شارع الشرف, حي الناصرية, مدينة الرياض, منطقة الرياض",عمارة,حي الناصرية,غرب الرياض,"1,850,000",162.0,,,11.0,"165,000",8.92%,مؤثثة,"🏢 فرصة استثمارية مميزة – عمارة مؤجرة بالكامل بدخل ثابت

📍 الموقع: حي الناصرية
📐 المساحة: 162.9 م²
🛣️ على شارعين:
• جنوبي عرض 15م
• شمالي عرض 6م

✨ مواصفات العقار:
• عمارة مكونة من 5 شقق
• 5 عدادات كهرباء مستقلة
• جميع الشقق مؤجرة بعقود سارية ومستأجرين منتظمين
• دخل سنوي قائم ومستقر: 165,000 ريال

🏠 تفاصيل الوحدات:
• شقتان: غرفتا نوم + صالة + مطبخ + دورة مياه
• شقتان: غرفة نوم + صالة + مطبخ + دورة مياه
• شقة مؤثثة بالكامل: غرفة نوم + صالة + مطبخ + دورة مياه

🔧 التشطيبات والصيانة:
✅ ترميم كامل حديث (سباكة – كهرباء – بلاط – جبس – دهانات)
✅ جميع الشقق مجهزة بمكيفات ومطابخ

⭐ ميزة إضافية:
• إمكانية بناء شقة إضافية على السطح لزيادة العائد الاستثماري مستقبلاً

💰 الدخل السنوي: 165,000 ريال"
6543269,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-العارض/شارع-ابن-عبدالغافر-النيسابوري-حي-العارض-مدينة-الرياض-منطقة-الرياض-6543269,"عمارة للبيع في شارع ابن عبدالغافر النيسابوري, حي العارض, مدينة الرياض, منطقة الرياض",عمارة,حي العارض,شمال الرياض,"18,000,000",1100.0,,,0.0,"1,600,000",8.89%,مصعد | مؤثثة,"نعتذر للوسطاء 

للبيع عماره حى العارض 
المساحة : 1100 م
شارع : 30 م
مؤثثة بالكامل
مؤجرة بالكامل عقد سنوي بقيمة 1.600.000

مدة العقد ١٠ سنوات
تشطيب مودرن
تتكون من 14 شقة نظامية
بدروم أرضي
مصعد
عدد 2 سلالم درج
مجهز بالكامل بانظمة الدفاع المدني وأنظمة السلامة
تكيف راكب

العماره مميزة حيث عائد مضمون مع ارتفاع قيمة العمارة 

الموقع غير دقيق"
6463805,https://sa.aqar.fm/فلل-للبيع/الرياض/غرب-الرياض/حي-ظهرة-لبن/شارع-المضمار-حي-ظهرة-لبن-مدينة-الرياض-منطقة-الرياض-6463805,"فيلا للبيع في شارع المضمار, حي ظهرة لبن, مدينة الرياض, منطقة الرياض",فيلا,حي ظهرة لبن,غرب الرياض,"1,800,000",300.0,5.0,6.0,11.0,"160,000",8.89%,رهن عقاري,"للبيع فلتين سكنية متجاورتين في حي لبن – فرصة استثمارية ذهبية!

للبيع فلتين سكنية متجاورتين في موقع مميز بحي لبن، بمساحة 300 م² لكل فلة، مصممة على دور + دور + شقة، مما يجعلها خيارًا مثاليًا للسكن أو الاستثمار.

مواصفات العقار:

✅ تم ترميمها بالكامل (سباكة، كهرباء، بلاط، ديكورات، بوية)
✅ عمر العقار 20 سنة، ولا يزال المستأجرون مقيمين بها
✅ مؤجرة بالكامل بدخل سنوي يقارب 160 ألف ريال
✅ كل فلة تحتوي على 3 عدادات كهرباء + عداد مياه مشترك
✅ عقود الإيجار تنتهي جميعها في شهر 10 القادم
✅ الفلّتان حرّة بالكامل وليست مرهونة
✅ إحداهما تقع على شارعين
✅ عرض الشارع 20 متر

السعر والمزايدة:

💰 السوم: 3400000 ريال للفلتين
🚀 البيع قريب بإذن الله

📞 للتواصل والاستفسار:
((رقم المعلن يظهر عند التواصل))
((رقم المعلن يظهر عند التواصل))"
6852897,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/شارع-العطايا-حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6852897,"عمارة للبيع في شارع العطايا, حي الجنادرية, مدينة الرياض, منطقة الرياض",عمارة,حي الجنادرية,شرق الرياض,"11,500,000",893.0,,,0.0,"1,010,000",8.78%,عداد كهرباء مستقل,"🔥 للبيع عمارة تجارية استثمارية جديدة – حي الجنادرية 🔥

💎 فرصة استثمارية بدخل سنوي 1,010,000 ريال

📍 الموقع: حي الجنادرية – الرياض
🛣️ شارع 30م شمالي
📐 مساحة الأرض: 893.25 م²
💰 سعر البيع: 11,000,000 ريال 
📈 الدخل الإجمالي السنوي: 1,010,000 ريال
⭐ العائد الإجمالي: حوالي 9.18%

🏢 تفاصيل العقار:

• عمارة تجارية بنظام سكن الأفراد الجماعي
• 34 شقة نظامية
• العقار مؤجر بالكامل
• تم افتتاح وتشغيل العقار قبل أسبوعين فقط
• عداد كهرباء مستقل لكل شقة
• عداد مياه مشترك
• بدروم يحتوي على 21 موقف سيارة
• المواقف مشتركة ومرخصة
• العقار مرخص من الدفاع المدني
• جميع الوحدات مشغلة ومؤجرة
• عقار جديد بتشغيل قائم ودخل فعلي

💰 الميزة الاستثمارية:

دخل سنوي قائم قدره 1,010,000 ريال
وسعر البيع المطلوب
 11.5  مليون ريال 
أي عائد إجمالي يقارب
 9 % سنويًا 
🔑 عقار جديد + مؤجر بالكامل + دخل قائم + ترخيص سكن أفراد جماعي + عدادات كهرباء مستقلة + 21 موقف"
6807191,https://sa.aqar.fm/عمائر-للبيع/الرياض/شمال-الرياض/حي-الملك-فهد/شارع-المغيره-ابن-شعبه-الثقفي-حي-الملك-فهد-مدينة-الرياض-منطقة-الرياض-6807191,"عمارة للبيع في شارع المغيره ابن شعبه الثقفي, حي الملك فهد, مدينة الرياض, منطقة الرياض",عمارة,حي الملك فهد,شمال الرياض,"12,000,000",923.0,,,11.0,"1,050,000",8.75%,,"للبيع عمارة استثمارية - حي الملك فهد - الرياض

📍 الموقع: حي الملك فهد - الرياض - موقع مميز وحيوي

مواصفات العمارة:
▪️ تتكون من 38 شقة موزعة كالتالي:

شقق غرفة + حمام
شقق غرفة + صالة + حمام
شقق غرفتين + صالة + حمام

◾️يوجد بها غرفتين حارس
▪️ بالإضافة إلى عدد ( 5 ) محلات تجارية

💰 الدخل السنوي: ( 1,050,000) ريال قابل للزياده إلى (1,200,000) ريال
💵 سعر البيع: (11,000,000 ) ريال

عمارة مؤجرة بالكامل و تعتبر فرصه استثمارية قوية وضخمة ودخل ممتاز للمستثمرين ورجال الأعمال .
للتواصل و المعاينة : ((الرقم يظهر عند الضغط على اتصال))"
6701537,https://sa.aqar.fm/عمائر-للبيع/الرياض/جنوب-الرياض/حي-بدر/شارع-الريحانية-حي-بدر-مدينة-الرياض-منطقة-الرياض-6701537,"عمارة للبيع في شارع الريحانية, حي بدر, مدينة الرياض, منطقة الرياض",عمارة,حي بدر,جنوب الرياض,"3,000,000",575.0,,,5.0,"262,000",8.73%,,"🏢 عمارة استثمارية مجددة – فرصة مميزة
📍 حي الشفاء – شارع الاستقامة
📐 المساحة: 575 م²
🛣 زاوية على شارعين
⬅️ غربي 30 م
⬇️ جنوبي 15 م
🏬 4 محلات تجارية
🏠 3 شقق سكنية
🏘 6 ملاحق
✅ مؤجرة بالكامل
💰 الدخل السنوي: 262,000 ريال"
6756009,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-اليرموك/شارع-أبي-جعفر-المنصور-حي-اليرموك-مدينة-الرياض-منطقة-الرياض-6756009,"عمارة للبيع في شارع أبي جعفر المنصور, حي اليرموك, مدينة الرياض, منطقة الرياض",عمارة,حي اليرموك,شرق الرياض,"11,500,000",750.0,,,11.0,"1,000,000",8.70%,,"فرصة استثمارية مميزة في الرياض – دخل ثابت وعائد مجزٍ
للبيع عمارة شقق مخدومة راقية بموقع مميز في مدينة الرياض.
مواصفات العقار:
* المساحة: 750 م².
* عرض الشارع: 35 م.
* العمر: 13 سنة.
* تم تجديد السباكة والكهرباء بالكامل، مع تحديث الديكورات والتأثيث بتكلفة قاربت 2 مليون ريال، لتصبح بحالة ممتازة.
مكونات العقار (30 وحدة):
* 9 شقق كبيرة: غرفتا نوم، صالة، مطبخ، ودورتا مياه.
* 7 شقق: غرفة نوم، صالة، مطبخ، ودورة مياه.
* 10 غرف مستقلة مع دورة مياه.
* 4 شقق: غرفتان ودورة مياه واحدة.
المميزات الاستثمارية:

* مؤجرة بعقد إلكتروني بقيمة 1,000,000 ريال سنويًا لمدة 5 سنوات.
* تم استلام الدفعة الأولى بقيمة 250,000 ريال عن أول 3 أشهر، والدفعة التالية مستحقة قريبًا.
* جميع الرخص والتصاريح نظامية، بما في ذلك رخصة السياحة.
* عائد استثماري صافي يقارب 8% مع قابلية للزيادة بعد خمس سنوات.
السعر:
 في اخر كلام عليها بحدود 11,300,000 ريال (كاش).
* حد البيع: 11,700,000 ريال.(كاش)
ملاحظة:
لن يُنظر في أي سوم بدون عربون، وأنا الوكيل والمسوق الحصري للعقار.
———"
6766665,https://sa.aqar.fm/عمائر-للبيع/الرياض/شرق-الرياض/حي-الازدهار/شارع-شري-حي-الإزدهار-مدينة-الرياض-منطقة-الرياض-6766665,"عمارة للبيع في شارع شري, حي الإزدهار, مدينة الرياض, منطقة الرياض",عمارة,حي الازدهار,شرق الرياض,"15,000,000",819.0,,,0.0,"1,300,000",8.67%,مؤثثة,"للبيع عمارة حديثة في حي الازدهار – الرياض
موقع استراتيجي زاوية على شارعين (جنوبي غربي) – شوارع عرض 30

تفاصيل العقار:
عمارة جديدة
عدد الأدوار: 4 أدوار
عدد الشقق: 14 شقة (قبل التقسيم)
بعد التقسيم: 28 وحدة سكنية
مؤثثة بالكامل
صك واحد

مميزات الموقع:
زاوية على شارعين
شوارع واسعة (30 متر)
بجوارها أرض مواقف تابعة للبلدية
تفاصيل الاستثمار:
العقار مؤجر بالكامل
عقد سنوي
المستأجر: شركة ذات ملاءة مالية جيدة
الدخل السنوي: 1,300,000 ريال

السعر المطلوب:
15,000,000 ريال

للتواصل: ((الرقم يظهر عند الضغط على اتصال))"
6843941,https://sa.aqar.fm/فلل-للبيع/الرياض/وسط-الرياض/حي-اليمامة/شارع-قتيبة-بن-مسلم-حي-اليمامة-مدينة-الرياض-منطقة-الرياض-6843941,"فيلا للبيع في شارع قتيبة بن مسلم, حي اليمامة, مدينة الرياض, منطقة الرياض",فيلا,حي اليمامة,وسط الرياض,"1,400,000",478.0,16.0,,11.0,"120,000",8.57%,,"📌 فرصة استثمارية 📌
فيلا على شارع تجاري في حي اليمامة شارع العشرين 
.
المساحة : 478.48م
الواجهه : شمالي غربي
الشارع : شمالي تجاري 20م + غربي 10م
.
الفيلا مؤجرة بـ 120 الف بسنة
الحلاق مؤجر بـ 18 الف بسنة 
.
الدخل السنوي : 138 الف بسنة 

السوم : مليون و 200 الف
الحد : مليون و 400 الف
.
رقم ترخيص الاعلان : 7201105207
.
.
نحن مكتب متعب القرشي للعقارات. للاستشارات والاستثمار ولإدارة الأملاك وتأجير العقارات التجارية والإدارية والسكنية منذو عام ١٤٢٨ه‍ . يتكون فريق العمل من نخبة متميزة من المتخصصين في تأجير وتسويق العقارات وتحصيل الإيجارات ومتابعة المستأجرين وصيانة المرافق العقارية. لدينا خبرة ومعرفة تراكمية متخصصة في مجال إدارة الأملاك العقارية ...
.
عقارك في أيدي امينة
.
مكتب متعب القرشي للعقارات 
● سجل تجاري رقم : ١٠١٠٢٢٨٠٨٤
● رخصة فال الوساطة والتسويق رقم : ١٢٠٠٠١٧٥١٢
● رخصة فال إدارة الأملاك رقم : ٢٢٠٠٠٠٠٨٠٦
.
.
الأدارة
((الرقم يظهر عند الضغط على اتصال))
((الرقم يظهر عند الضغط على اتصال))
((الرقم يظهر عند الضغط على اتصال))"
6689656,https://sa.aqar.fm/فلل-للبيع/الرياض/شرق-الرياض/حي-الجنادرية/حي-الجنادرية-مدينة-الرياض-منطقة-الرياض-6689656,"فيلا للبيع في حي الجنادرية, مدينة الرياض, منطقة الرياض",فيلا,حي الجنادرية,شرق الرياض,"1,695,000",222.0,,4.0,0.0,"144,000",8.50%,,"للبيع فيلا (دور مع أربع شقق ) بمساحة (375 م2)
بحي الجنادرية - بوابة الشرق 
التفاصيل تتكون  من  : 
1-مجلس
2-مقلط
3-صالة 
4- غرف نوم عدد 3 منها واحدة ماستر .
5- مطبخ 
6- الشقق تتكون من (مجلس - صالة - غرفتين نوم  - مطبخ - دورتين مياه  )
العقار مؤجر بالكامل بمبلغ 144000 ريال سنوي و بالإمكان الاطلاع على عقود الايجار 
شارع عرض : 15 
رقم المخطط: 3768
السعر : 1695000 ريال
شركة سمة الوسيط للعقارية
رقم ترخيص الإعلان 
7200935640
للتواصل
((الرقم يظهر عند الضغط على اتصال))
((الرقم يظهر عند الضغط على اتصال))
((الرقم يظهر عند الضغط على اتصال))"
6448553,https://sa.aqar.fm/فلل-للبيع/الرياض/وسط-الرياض/حي-الشميسي/شارع-عمرو-بن-حجر-حي-الشميسي-الرياض-منطقة-الرياض-6448553,"فيلا للبيع في شارع عمرو بن حجر, حي الشميسي, مدينة الرياض, منطقة الرياض",فيلا,حي الشميسي,وسط الرياض,"400,000",177.0,5.0,5.0,11.0,"34,000",8.50%,,"بيت شعبي في حي الشميسي (ام سليم) 
خلف قصر الاميرة العنود مؤجر 34 الف  
موقع استثماري مستأجرين عزاب باكستانية
صك محدث و مسجل عيني في السجل العقاري وجاهز للنقل 
تواصلوا معي واتساب لارسال الموقع بشكل دقيق .

((الرقم يظهر عند الضغط على اتصال))"
6452909,https://sa.aqar.fm/عمائر-للبيع/الرياض/وسط-الرياض/حي-غبيرة/شارع-صفوان-بن-اليمان-حي-غبيرا-مدينة-الرياض-منطقة-الرياض-6452909,"عمارة للبيع في شارع صفوان بن اليمان, حي غبيرا, مدينة الرياض, منطقة الرياض",عمارة,حي غبيرة,وسط الرياض,"1,400,000",315.0,,,11.0,"118,360",8.45%,دور أرضي | قريب من الخدمات,"تتشرف شركة الإدارات العقارية بخبرتها الممتدة لـ 45 عاماً بتقديم هذا العرض لك : 
احصل على عائد ثابت استثماري على رأس المال لا يقل عن 7% أو أكثر من خلال شراء عقار سكني ( عمارة ، بناية )  مؤجر بعقود إلكترونية . 
العقار عبارة عن  دور أرضي وأول وملاحق علوية يتكون من ستة شقق سكنية وملاحق علوية . يقع في حي غبيراء بمدينة الرياض يتميز الموقع عن غيره بالطلب العالي والمستمر على الايجار . العقار مخدوم بالمياه والصرف الصحي من شركة المياه الوطنية . عداد كهرباء منفصل لكل شقة . الموقع قريب من جميع الخدمات  . 
الدخل السنوي:
118360 الف ريال 
للجادين السعر قابل للتفاوض . 
نحن في شركة الإدارات العقارية نقدم لك خبرتنا الممتدة لـ 45 عاماً في عالم العقارات ( بيع - شراء – تطوير - إدارة - تأجير )"
6857810,https://sa.aqar.fm/فلل-للبيع/الرياض/شرق-الرياض/حي-المونسية/شارع-رقم-487-حي-المونسية-مدينة-الرياض-منطقة-الرياض-6857810,"فيلا للبيع في شارع رقم 487, حي المونسية, مدينة الرياض, منطقة الرياض",فيلا,حي المونسية,شرق الرياض,"1,800,000",246.0,9.0,0.0,8.0,"151,000",8.39%,,"للبيع فلة درج داخلي شقة حي المونسية (الرياض)
 مساحة الارض : 246 م² ملتصقه من الخلف
مسطح البناء: 390م²
 الموقع: شارع 20م جنوبي ، 
شمال طريق الأمير محمد بن سلمان، قرب إيكيا.
 الحالة: مؤجرة بالكامل بعقود سارية.
 الدخل السنوي الحالي: 151,000 ريال.
الفلة متبقي في عقد للايجار ٣ سنوات
بالنسبة للشقة والاستوديو وغرفة السائق عقود سنوية
 عمر العقار: 8 سنوات.
المكونات:
 فيلا (دورين) + شقة كبيرة + شقة صغيره (استوديو) + غرفة سائق.
البيانات المالية:
 رهن للبنك الأهلي: 640,000 ريال.
 السعر المطلوب: 1,800,000 ريال شامل الرهن قابل للتفاوض المعقول

سلطان العتيبي
للتواصل 0556394175"
6501601,https://sa.aqar.fm/عمائر-للبيع/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-السحاب-حي-الدار-البيضاء-مدينة-الرياض-منطقة-الرياض-6501601,"عمارة للبيع في شارع السحاب, حي الدار البيضاء, مدينة الرياض, منطقة الرياض",عمارة,حي الدار البيضاء,جنوب الرياض,"6,000,000",875.0,,,1.0,"500,000",8.33%,,"تفاصيل العمارة:

تتكون من 28 شقة مكونة من :
52 غرفة
28 صالة
52 دورة مياه

عمر العقار سنة واحده .


تفاصيل اخرى:

العمارة مؤجرة بعقد واحد و مدة العقد 10 سنوات
العقد الكتروني والمتبقي من المدة 9 سنوات
علما قيمة الايجار السنوي 500 الف ريال"
